marca,modelo,año,kilometraje,version,transmision,precio (MXN),ubicacion
Chirey,Tiggo 4 Pro,2023,8820,1.5 PREMIUM CVT,Automático,301999,Ciudad de México
Jeep,Compass,2020,77500,2.4 LIMITED PREMIUM AUTO,Automático,310999,Monterrey
Mg,Zs,2021,41846,1.5 STYLE,Manual,193999,Ciudad de México
Hyundai,ix35,2015,52000,2.0 LIMITED AT,Automático,209999,Ciudad de México
Volkswagen,Tiguan,2020,41605,1.4 COMFORTLINE 3 FILA DCT,Automático,381999,Ciudad de México
Mazda,CX-5,2018,64000,2.5 S GRAND TOURING 2WD AT,Automático,312999,Ciudad de México
Volkswagen,Jetta,2017,60000,2.0 MT,Manual,221999,Ciudad de México
Mazda,CX-5,2021,41225,2.5 I GRAND TOURING AUTO,Automático,399999,Ciudad de México
Volvo,V40,2018,78354,2.0 MOMENTUM T4 AT AWD,Automático,314999,Guadalajara
Mazda,Mazda 3,2021,50790,2.5 I GRAND TOURING AUTO,Automático,338999,Ciudad de México
Chevrolet,Beat,2021,50874,1.2 LT B,Manual,180999,Querétaro
Toyota,Camry,2015,108000,2.5 XLE L4 6AT,Automático,206999,Ciudad de México
Acura,TLX,2016,85798,3.5 ADVANCE AT,Automático,213999,Ciudad de México
Toyota,Sienna,2017,66657,3.5 XLE AT,Automático,390999,Ciudad de México
Seat,Ibiza,2018,46000,1.6 STYLE URBAN PLUS,Manual,222999,Puebla
Nissan,Versa,2020,49510,1.6 EXCLUSIVE CVT,Automático,251999,Querétaro
Chevrolet,Silverado 1500,2020,25000,4.3 SILVERADO 1500 WT CAB REG A AUTO,Automático,570999,Puebla
Toyota,RAV4,2021,12653,2.5 HEV LIMITED AUTO AWD,Automático,634999,Ciudad de México
Ford,Territory,2023,19646,1.8 ECOBOOST TITANIUM AUTO,Automático,509999,Guadalajara
Volvo,XC60,2016,101260,2.0 ADDITION PLUS T5 AT,Automático,239999,Puebla
Bmw,Serie 1,2019,58398,1.5 118IA SPORT LINE AUTO,Automático,354999,Ciudad de México
Bmw,X5,2017,96240,3.0 XDRIVE35IA M SPORT AT 4WD,Automático,488999,Ciudad de México
Chevrolet,Aveo,2018,91000,1.5 LT D AUTO,Automático,168999,Ciudad de México
Chevrolet,Beat,2021,68000,1.2 LT B,Manual,176999,Ciudad de México
Chevrolet,Sonic,2017,111327,1.6 AT F PREMIER,Automático,173999,Ciudad de México
Volkswagen,Polo,2017,124000,1.2 DSG,Automático,177999,Guadalajara
Mg,Zs,2022,54152,1.5 EXCITE,Manual,226999,Ciudad de México
Toyota,RAV4,2022,26451,2.5 XLE AUTO,Automático,507999,Guadalajara
Nissan,March,2023,13400,1.6 EXCLUSIVE AUTO,Automático,269999,Guadalajara
Mini,Cooper,2013,92000,1.6 COOPER ALL BLACK AT,Automático,195999,Ciudad de México
Nissan,Note,2019,72704,1.6 SENSE,Manual,175999,Ciudad de México
Hyundai,Tucson,2018,70000,2.0 LIMITED TECH NAVI AUTO,Automático,290999,Ciudad de México
Chevrolet,Suburban,2016,99500,5.3 C LT AT,Automático,419999,Ciudad de México
Acura,RDX,2020,75814,2.0 TECH AUTO 4WD,Automático,434999,Ciudad de México
Ram,Ram 2500,2014,61287,5.7 2500 SLT CREW CAB,Automático,300999,Ciudad de México
Mg,Zs,2022,34000,1.5 STYLE,Manual,238999,Ciudad de México
Mg,MG5,2023,32514,1.5 ELEGANCE CVT,Automático,243999,Ciudad de México
Ford,EcoSport,2019,51571,2.0 TREND AUTO,Automático,254999,Ciudad de México
Nissan,Versa,2018,90000,1.6 ADVANCE AUTO,Automático,180999,Monterrey
Nissan,X-Trail,2024,1649,2.5 PLATINUM 2 ROW CVT,Automático,609999,Cuernavaca
Chevrolet,Cruze,2017,71718,1.4 LS B TURBO AT,Automático,184999,Ciudad de México
Chevrolet,Aveo,2018,86000,1.6 W MT,Manual,160999,Guadalajara
Mazda,Mazda 3,2023,10000,2.5 TURBO SIGNATURE 4WD AUTO,Automático,468999,Ciudad de México
Kia,Sportage,2017,108529,2.4 SXL AT,Automático,258999,Querétaro
Volkswagen,Vento,2019,84304,1.6 HIGHLINE AUTO,Automático,203999,Ciudad de México
Chevrolet,Trax,2019,78000,1.8 A LS,Manual,199999,Guadalajara
Kia,FORTE,2017,68442,2.0 EX MT,Manual,197999,Ciudad de México
Chevrolet,Trax,2018,70207,1.8 B LT AUTO,Automático,218999,Ciudad de México
Hyundai,Tucson,2018,83694,2.0 LIMITED AUTO,Automático,257999,Monterrey
Mg,Zs,2024,2250,1.5 EXCITE CVT,Automático,322999,Ciudad de México
Nissan,Sentra,2017,81900,1.8 ADVANCE CVT,Automático,207999,Ciudad de México
Ford,EcoSport,2021,45639,2.0 TITANIUM AUTO,Automático,295999,Ciudad de México
Mercedes Benz,Clase GLK,2014,68750,3.5 GLK 300 CGI PAQ SPORT OFFROAD 4WD AT,Automático,257999,Ciudad de México
Jeep,Renegade,2022,4021,1.8 LATITUDE AUTO,Automático,384999,Ciudad de México
Audi,A5,2019,70635,2.0 40 SB S LINE DCT,Automático,487999,Ciudad de México
Great Wall,Haval Jolion,2024,14000,1.5 LUXURY DCT,Automático,440999,Ciudad de México
Great Wall,Haval Jolion,2024,14000,1.5 LUXURY DCT,Automático,440999,Ciudad de México
Nissan,Kicks,2017,90614,1.6 EXCLUSIVE LTS CVT A/C,Automático,228999,Ciudad de México
Mazda,Mazda 3,2022,34480,2.5 I SPORT AUTO,Automático,311999,Querétaro
Toyota,RAV4,2021,67516,2.5 HEV LIMITED AUTO AWD,Automático,533999,Ciudad de México
Kia,Rio,2017,83728,1.6 LX MT,Manual,171999,Ciudad de México
Bmw,X4,2020,36300,2.0 XDRIVE30IA X LINE AUTO 4WD,Automático,660999,Ciudad de México
Honda,Odyssey,2021,28000,3.5 TOURING AUTO,Automático,709999,Ciudad de México
Mitsubishi,Outlander,2021,52000,2.4 PHEV LIMITED AUTO 4WD,Automático,397999,Ciudad de México
Kia,FORTE,2019,205209,2.0 L,Manual,204999,Ciudad de México
Audi,A1,2021,41885,1.0 SB 30 TFSI COOL DCT,Automático,367999,Ciudad de México
Acura,RDX,2019,100292,2.0 TECH AUTO 4WD,Automático,386999,Guadalajara
Bmw,X5,2020,55613,3.0 XDRIVE45E AUTO 4WD,Automático,822999,Ciudad de México
Renault,Kwid,2023,16000,1.0 BITONO,Manual,210999,Ciudad de México
Suzuki,Ertiga,2019,54000,1.5 GLX AUTO,Automático,277999,Ciudad de México
Kia,FORTE,2016,37795,2.0 SX AT,Automático,193999,Ciudad de México
Chevrolet,Beat,2018,135013,1.2 LTZ C,Manual,163999,Ciudad de México
Kia,FORTE,2021,29000,2.0 EX IVT,Automático,289999,Ciudad de México
Seat,Ibiza,2014,117300,2.0 BLITZ 4 PTAS MT,Manual,164999,Ciudad de México
Toyota,Sienna,2022,40000,2.5 HEV LE AUTO,Automático,695999,Ciudad de México
Audi,A1,2013,109000,1.4 TFSI COOL S TRONIC,Automático,180999,Guadalajara
Nissan,Versa,2017,55594,1.6 SENSE,Manual,174999,Ciudad de México
Renault,Stepway,2018,57273,1.6 INTENS MT,Manual,168999,Querétaro
Renault,Sandero,2017,93337,2.0 RS MT,Manual,157999,Ciudad de México
Chevrolet,Spark Classic,2016,69187,1.2 LTZ C MT,Manual,151999,Ciudad de México
Chevrolet,Onix,2021,37000,1.0 LS B AUTO,Automático,213999,Ciudad de México
Ford,Escape,2018,76300,2.0 TITANIUM ECOBOOST AUTO,Automático,285999,Querétaro
Peugeot,3008,2024,9354,1.6 THP GT AUTO,Automático,518999,Ciudad de México
Volkswagen,Tiguan,2020,96000,1.4 TRENDLINE PLUS DCT,Automático,315999,Puebla
Hyundai,Tucson,2017,77333,2.0 LIMITED TECH NAVI AT,Automático,281999,Querétaro
Toyota,Corolla,2022,36410,1.8 LE HYBRID AUTO,Automático,395999,Ciudad de México
Audi,A3,2016,68067,1.8 TFSI ATTRACTION S TRONIC,Automático,282999,Cuernavaca
Chevrolet,Sonic,2016,55373,1.6 AT F LTZ,Automático,162999,Guadalajara
Honda,Pilot,2010,135240,3.5 EXL AT,Automático,156999,Ciudad de México
Chevrolet,Sonic,2016,75000,1.6 AT F LTZ,Automático,166999,Ciudad de México
Volkswagen,Vento,2020,58174,1.6 COMFORTLINE AUTO,Automático,219999,Ciudad de México
Mazda,CX-3,2017,73545,2.0 I SPORT 2WD AT,Automático,241999,Ciudad de México
Nissan,Kicks,2018,81733,1.6 SENSE LTS,Manual,222999,Ciudad de México
Mazda,Mazda 3,2018,94000,2.5 SEDAN I TOURING TA,Automático,208999,Querétaro
Mg,MG5,2023,30624,1.5 ELEGANCE,Manual,244999,Ciudad de México
Nissan,Versa,2019,82550,1.6 DRIVE,Manual,187999,Ciudad de México
Hyundai,Creta,2022,40134,1.5 GLS PREMIUM IVT,Automático,321999,Ciudad de México
Lincoln,MKC,2018,46020,2.0 SELECT AUTO 4WD,Automático,291999,Ciudad de México
Volkswagen,Tiguan,2022,26738,1.4 COMFORTLINE DCT,Automático,462999,Ciudad de México
Hyundai,Elantra,2020,69164,2.0 GLS PREMIUM AUTO,Automático,222999,Ciudad de México
Jeep,Compass,2020,19639,2.4 LIMITED PREMIUM AUTO,Automático,369999,Monterrey
Bmw,X5,2015,103000,4.4 XDRIVE50IA EXCELLENCE AT 4WD,Automático,346999,Ciudad de México
Chevrolet,Trax,2014,116000,1.8 C LTZ AT,Automático,183999,Ciudad de México
Honda,Pilot,2015,99036,3.5 4WD TOURING SPECIAL EDITION AT,Automático,267999,Querétaro
Volvo,XC60,2023,33381,2.0 B5 MHEV PLUS AUTO AWD,Automático,805999,Ciudad de México
Fiat,500L,2016,108532,1.4 TREKKING +,Automático,192999,Guadalajara
Mercedes Benz,Clase GLE,2019,41000,3.0 GLE 400 SPORT AUTO 4WD,Automático,696999,Ciudad de México
Renault,Koleos,2019,53893,2.5 ICONIC CVT,Automático,314999,Ciudad de México
Hyundai,Grand i10,2022,19689,1.2 GL MID,Manual,234999,Ciudad de México
Volvo,XC40,2021,55390,2.0 T4 MOMENTUM AUTO,Automático,466999,Ciudad de México
Audi,A1,2016,86000,1.4 TFSI COOL S TRONIC,Automático,215999,Ciudad de México
Kia,FORTE,2021,17835,2.0 EX,Manual,292999,Ciudad de México
Volkswagen,Jetta,2021,26000,1.4 TRENDLINE,Manual,327999,Puebla
Mini,Countryman,2017,66595,1.6 COOPER S CHILI LCI AT,Automático,266999,Ciudad de México
Chevrolet,Cheyenne,2022,12325,5.3 CHEYENNE LT CAB REG H AUTO 4WD,Automático,734999,Ciudad de México
Toyota,RAV4,2021,32000,2.5 ADVENTURE AUTO AWD,Automático,515999,Ciudad de México
Jeep,Patriot,2015,125000,2.4 LATITUDE FWD ATX,Automático,183999,Ciudad de México
Jeep,Renegade,2020,48888,1.8 LATITUDE AUTO,Automático,307999,Ciudad de México
Renault,Duster,2017,76000,2.0 DYNAMIQUE MEDIA NAV MT,Manual,175999,Ciudad de México
Volkswagen,CrossFox,2016,83379,1.6 CROSSFOX MT,Manual,187999,Ciudad de México
Mini,Cooper,2016,82715,1.5 COOPER CHILI AT,Automático,238999,Ciudad de México
Ford,Edge,2018,58000,2.7 SPORT AUTO,Automático,366999,Puebla
Renault,Duster,2018,74838,2.0 INTENS,Manual,177999,Guadalajara
Volkswagen,Golf,2016,123211,1.4 HIGHLINE DSG ASISTENTE APARCAMIENTO,Automático,220999,Ciudad de México
Gmc,Acadia,2018,94773,3.6 E DENALI AUTO 4WD,Automático,339999,Ciudad de México
Mitsubishi,Mirage,2019,40238,1.2 GLS CVT,Automático,186999,Ciudad de México
Kia,Rio,2021,73174,1.6 EX PACK AUTO,Automático,260999,Querétaro
Fiat,500,2014,32000,1.4 POP MT,Manual,163999,Ciudad de México
Mini,Cooper S,2020,51667,2.0 COOPER S SALT DCT,Automático,322999,Ciudad de México
Nissan,Sentra,2016,83635,1.8 SENSE CVT,Automático,160999,Ciudad de México
Chevrolet,Equinox,2016,130480,2.4 LTZ F AUTO,Automático,193999,Guadalajara
Nissan,Kicks,2020,49089,1.6 ADVANCE LTS XTRONIC,Automático,269999,Guadalajara
Volkswagen,Polo,2020,72400,1.6 SOUND MT,Manual,205999,Puebla
Kia,FORTE,2018,69702,2.0 SX AUTO,Automático,237999,Guadalajara
Chevrolet,Trax,2015,78388,1.8 C LTZ AT,Automático,198999,Querétaro
Mini,Countryman,2018,58453,2.0 COOPER S SPORT AUTO,Automático,327999,Ciudad de México
Honda,BR-V,2018,50307,1.5 PRIME AUTO,Automático,251999,Ciudad de México
Seat,Arona,2019,52109,1.6 STYLE AUTO,Automático,249999,Ciudad de México
Hyundai,Creta,2018,63129,1.6 LIMITED AUTO,Automático,264999,Ciudad de México
Nissan,V-Drive,2020,90375,1.6 V-DRIVE A/C,Manual,172999,Monterrey
Nissan,Pathfinder,2015,108536,3.5 ADVANCE AT,Automático,220999,Monterrey
Audi,A4,2021,50019,2.0 MHEV 40 TFSI SELECT DCT,Automático,505999,Ciudad de México
Renault,Captur,2018,107000,2.0 ICONIC AUTO,Automático,181999,Ciudad de México
Honda,HR-V,2018,94015,1.8 TOURING CVT,Automático,272999,Ciudad de México
Renault,Kwid,2022,46420,1.0 INTENS,Manual,165999,Puebla
Seat,Ibiza,2017,52590,1.6 STYLE TIPTRONIC FULL LINK,Automático,208999,Ciudad de México
Mini,Cooper S,2018,69000,2.0 COOPER S HOT CHILI AUTO,Automático,322999,Querétaro
Peugeot,308,2014,46000,1.6 TURBO CC AT,Automático,210999,Ciudad de México
Honda,City,2017,80000,1.5 EX,Automático,221999,Puebla
Toyota,Hilux,2019,50015,2.7 DOBLE CABINA SR (D-CAB MID),Manual,419999,Guadalajara
Bmw,X2,2021,34357,2.0 SDRIVE20I M SPORT DCT,Automático,488999,Ciudad de México
Mazda,CX-5,2018,48593,2.5 S GRAND TOURING 2WD AT,Automático,335999,Ciudad de México
Mercedes Benz,Clase C,2019,40000,1.5 C 200 AUTO,Automático,483999,Monterrey
Kia,FORTE,2016,122500,2.0 LX MT,Manual,163999,Ciudad de México
Audi,Q3,2021,36000,1.4 35 TFSI SELECT DCT,Automático,577999,Ciudad de México
Volkswagen,Gol,2016,52158,1.6 5 PTAS. CL A/A,Manual,160999,Ciudad de México
Suzuki,Ignis,2021,14734,1.2 GL,Manual,216999,Querétaro
Hyundai,Creta,2018,56000,1.6 GLS AUTO,Automático,232999,Ciudad de México
Hyundai,Grand i10,2018,40000,1.2 GLS AUTO,Automático,198999,Ciudad de México
Chevrolet,Trax,2017,48162,1.8 B LT AT,Automático,211999,Guadalajara
Baic,BJ20,2018,35028,1.5 FASHION,Manual,215999,Querétaro
Volkswagen,Jetta,2016,55500,2.5 SPORTLINE TIP.,Automático,228999,Guadalajara
Audi,A1,2022,10067,1.0 SB 30 TFSI URBAN DCT,Automático,392999,Ciudad de México
Renault,Duster,2016,110000,2.0 EXPRESSION AT,Automático,146999,Ciudad de México
Volkswagen,T-Cross,2020,76589,1.6 HIGHLINE EDICION LIMITADA AUTO,Automático,301999,Querétaro
Cadillac,Escalade,2017,52000,6.2 SUV P PLATINUM AT 4WD,Automático,737999,Ciudad de México
Nissan,Frontier,2022,49434,2.5 PRO-4X AUTO 4WD,Automático,556999,Guadalajara
Buick,Encore,2017,120200,1.4 AUTO CX N,Automático,195999,Ciudad de México
Dodge,Attitude,2022,25000,1.2 SE CVT,Automático,209999,Ciudad de México
Kia,FORTE,2020,62695,2.0 GT LINE IVT,Automático,291999,Ciudad de México
Chevrolet,Sonic,2013,95000,1.6 AT F LTZ,Automático,127999,Ciudad de México
Nissan,March,2018,100000,1.6 MARCH SR NAVI,Manual,171999,Guadalajara
Bmw,X3,2013,119000,3.0 XDRIVE28I A TOP,Automático,222999,Ciudad de México
Volkswagen,T-Cross,2021,18000,1.6 HIGHLINE AUTO,Automático,315999,Ciudad de México
Hyundai,Creta,2017,79047,1.6 LIMITED TA,Automático,247999,Ciudad de México
Suzuki,Swift,2017,111614,1.4 GLS MT,Manual,177999,Ciudad de México
Chevrolet,Cavalier,2018,118345,1.5 LT B AUTO,Automático,180999,Ciudad de México
Hyundai,Tucson,2017,88113,2.0 LIMITED AT,Automático,251999,Guadalajara
Chevrolet,Spark,2020,37000,1.4 PREMIER C,Manual,198999,Ciudad de México
Renault,Duster,2020,63000,2.0 ZEN DEH AUTO,Automático,208999,Ciudad de México
Mazda,CX-30,2020,50899,2.5 I SPORT AUTO,Automático,338999,Cuernavaca
Kia,Rio,2017,95018,1.6 EX MT,Manual,191999,Ciudad de México
Toyota,RAV4,2022,53500,2.5 XLE AUTO,Automático,447999,Ciudad de México
Volkswagen,Passat,2013,78000,2.5 SPORTLINE TIPTRONIC,Automático,175999,Ciudad de México
Suzuki,Vitara,2017,76368,1.6 GLX AT,Automático,219999,Querétaro
Chevrolet,Beat,2019,94444,1.2 LT B MT,Manual,142999,Guadalajara
Nissan,March,2024,11000,1.6 SENSE,Manual,220999,Ciudad de México
Chevrolet,Aveo,2018,81851,1.5 LTZ F AUTO,Automático,151999,Ciudad de México
Renault,Duster,2024,12073,1.6 INTENS,Manual,274999,Ciudad de México
Volkswagen,Vento,2021,51850,1.6 COMFORTLINE PLUS AUTO,Automático,234999,Ciudad de México
Chevrolet,Trax,2017,101654,1.8 B LT AT,Automático,194999,Ciudad de México
Mini,Cooper,2017,85410,1.5 COOPER CHILI,Manual,233999,Ciudad de México
Chevrolet,Cruze,2016,95804,1.4 LS A TURBO MT,Manual,174999,Monterrey
Porsche,Cayenne,2013,108216,3.6 V6,Manual,438999,Ciudad de México
Kia,Sorento,2017,83683,2.4 LX AT,Automático,243999,Ciudad de México
Ford,Fusion,2018,68822,2.5 SE AUTO,Automático,240999,Querétaro
Chevrolet,Equinox,2016,126004,2.4 LT E AUTO,Automático,173999,Ciudad de México
Chevrolet,Spark Classic,2017,102000,1.2 LS A MT,Manual,132999,Ciudad de México
Chevrolet,Aveo,2021,32600,1.5 LS B AUTO,Automático,202999,Ciudad de México
Audi,A4,2014,115000,1.8 TFSI TRENDY MULTITRONIC,Automático,211999,Ciudad de México
Audi,Q5,2018,69300,2.0 SELECT DCT 4WD,Automático,431999,Ciudad de México
Volkswagen,Gol,2020,62010,1.6 5 PTAS. TRENDLINE,Manual,188999,Puebla
Bmw,X1,2019,63660,2.0 SDRIVE20IA M SPORT DCT,Automático,355999,Ciudad de México
Chevrolet,Tornado,2020,18200,1.8 LS B,Manual,236999,Querétaro
Volkswagen,Beetle,2016,67852,2.5 SPORTLINE TIPTRONIC,Automático,208999,Ciudad de México
Suzuki,Ertiga,2021,56211,1.5 GLX AUTO,Automático,274999,Ciudad de México
Nissan,Kicks,2019,54303,1.6 EXCLUSIVE LTS CVT,Automático,281999,Ciudad de México
Alfa Romeo,Mito,2018,73862,1.4 VELOCE,Manual,233999,Ciudad de México
Jac,Frison T8,2021,47014,2.0 FRISON,Manual,345999,Guadalajara
Mazda,Mazda 3,2015,74001,2.5 SEDÁN S GT TA,Automático,206999,Ciudad de México
Kia,FORTE,2020,41850,2.0 L IVT,Automático,241999,Monterrey
Mini,Cooper,2017,54659,1.5 COOPER PEPPER AT,Automático,270999,Ciudad de México
Jeep,Liberty,2012,129000,3.7 JET LIMITED 4WD,Automático,192999,Querétaro
Chevrolet,Tornado,2020,85000,1.8 LS A,Manual,216999,Ciudad de México
Buick,Encore,2022,35356,1.3 SPORT TOURING AUTO,Automático,404999,Ciudad de México
Chevrolet,Trax,2013,114745,1.8 A LS MT,Manual,157999,Guadalajara
Jeep,Renegade,2017,53473,1.8 SPORT,Automático,234999,Ciudad de México
Buick,Encore,2020,33000,1.3 SPORT TOURING AUTO,Automático,337999,Ciudad de México
Toyota,Highlander,2015,88460,3.5 LIMITED PANORAMA ROOF AT,Automático,295999,Ciudad de México
Hyundai,Tucson,2017,46815,2.0 LIMITED TECH NAVI AT,Automático,293999,Ciudad de México
Volkswagen,Polo,2017,85567,1.2 DSG,Automático,197999,Ciudad de México
Audi,Q3,2015,116000,2.0 LUXURY 170 HP S TRONIC,Automático,241999,Monterrey
Nissan,Versa,2018,76117,1.6 EXCLUSIVE AUTO,Automático,195999,Ciudad de México
Mazda,Mazda 5,2014,98433,2.5 SPORT TA,Automático,161999,Ciudad de México
Suzuki,Vitara,2020,43500,1.4 GLX BOOSTERJET,Manual,312999,Ciudad de México
Nissan,Maxima,2016,82000,3.5 EXCLUSIVE CVT,Automático,228999,Monterrey
Volkswagen,Jetta,2021,34136,1.4 R-LINE AUTO,Automático,374999,Ciudad de México
Tesla,Model 3,2019,49403,STANDARD RANGE PLUS,Automático,522999,Ciudad de México
Nissan,Sentra,2016,58838,1.8 ADVANCE MT,Manual,177999,Ciudad de México
Hyundai,Creta,2019,99617,1.6 GLS AUTO,Automático,214999,Ciudad de México
Hyundai,Creta,2018,76000,1.6 GLS AUTO,Automático,229999,Guadalajara
Chevrolet,Spark,2013,104972,1.2 LTZ C MT,Manual,125999,Ciudad de México
Volkswagen,Vento,2019,69504,1.6 COMFORTLINE,Manual,204999,Ciudad de México
Volkswagen,Tiguan,2022,56000,1.4 R-LINE DCT,Automático,473999,Ciudad de México
Nissan,Sentra,2021,52698,2.0 ADVANCE,Manual,266999,Ciudad de México
Jeep,Cherokee,2015,108051,2.4 LIMITED PREMIUM,Automático,228999,Monterrey
Hyundai,Elantra,2017,83632,2.0 GLS PREMIUM AT,Automático,198999,Ciudad de México
Honda,CR-V,2021,16418,1.5 TURBO PLUS CVT,Automático,467999,Ciudad de México
Mazda,Mazda 3,2020,60638,2.5 I AUTO,Automático,266999,Ciudad de México
Volkswagen,Tiguan,2019,88000,1.4 R-LINE DCT,Automático,356999,Ciudad de México
Mazda,CX-3,2017,84300,2.0 I GRAND TOURING 2WD AT,Automático,269999,Querétaro
Mercedes Benz,Clase C,2014,87134,1.6 C 180 CGI AT,Automático,184999,Ciudad de México
Renault,Logan,2018,86000,1.6 LIFE,Manual,127999,Monterrey
Ram,Promaster Rapid,2022,39666,1.4 MT AA,Manual,257999,Querétaro
Toyota,Avanza,2016,91800,1.5 PREMIUM AT,Automático,206999,Ciudad de México
Toyota,Corolla,2012,83164,1.8 XLE AT,Automático,175999,Monterrey
Nissan,Versa,2021,55821,1.6 EXCLUSIVE CVT,Automático,267999,Ciudad de México
Ford,Mustang,2022,2470,5.0 V8 GT AUTO,Automático,812999,Guadalajara
Seat,Leon,2016,86000,2.0 CUPRA DSG,Automático,302999,Ciudad de México
Toyota,Avanza,2017,96000,1.5 XLE AT,Automático,217999,Querétaro
Volkswagen,Tiguan,2019,110714,1.4 TRENDLINE PLUS DCT,Automático,273999,Querétaro
Fiat,500,2017,51000,1.4 LOUNGE AT,Automático,223999,Ciudad de México
Bmw,X3,2021,46000,2.0 SDRIVE20I AUTO,Automático,543999,Querétaro
Mazda,Mazda 3,2022,20695,2.5 I GRAND TOURING AUTO,Automático,352999,Guadalajara
Audi,A5,2018,68783,2.0 SB SELECT DCT,Automático,415999,Ciudad de México
Volkswagen,Jetta,2021,48513,1.4 R-LINE AUTO,Automático,341999,Ciudad de México
Honda,Civic,2018,47160,1.5 TOURING,Automático,323999,Ciudad de México
Seat,Leon,2016,76879,1.4 STYLE 150HP DSG,Automático,208999,Ciudad de México
Nissan,Altima,2015,107371,3.5 EXCLUSIVE CVT,Automático,190999,Ciudad de México
Chevrolet,Blazer,2019,65390,3.6 RS C AUTO,Automático,462999,Ciudad de México
Seat,Ibiza,2017,72000,1.6 STYLE TIPTRONIC FULL LINK,Automático,212999,Ciudad de México
Volkswagen,Golf,2017,79000,1.4 HIGHLINE DSG ASISTENTE APARCAMIENTO,Automático,278999,Puebla
Hyundai,Grand i10,2017,104000,1.2 GL MID MT,Manual,149999,Ciudad de México
Porsche,Cayenne,2019,43663,2.9 S AUTO 4WD,Automático,1187999,Guadalajara
Kia,Rio,2018,68289,1.6 EX PACK AUTO,Automático,227999,Ciudad de México
Volkswagen,Tiguan,2020,72800,1.4 R-LINE DCT,Automático,378999,Ciudad de México
Volkswagen,Tiguan,2017,54544,1.4 DSG PAQUETE SPORT & STYLE,Automático,260999,Ciudad de México
Audi,A1,2024,11602,2.0 SB 40 TFSI S LINE DCT,Automático,598999,Querétaro
Mazda,CX-5,2016,85459,2.0 I GRAND TOURING 2WD AT,Automático,241999,Ciudad de México
Audi,Q2,2021,58540,1.4 35 TFSI DYNAMIC AUTO,Automático,349999,Ciudad de México
Seat,Ibiza,2015,111000,2.0 BLITZ I-TECH 4 PTAS MT,Manual,178999,Ciudad de México
Sev,Friday,2025,1317,BEV 49KWH LITE 410 AUTO,Automático,485999,Puebla
Mini,Cooper,2017,58173,1.5 COOPER CHILI,Manual,247999,Ciudad de México
Toyota,Corolla,2020,40500,1.8 LE AUTO,Automático,299999,Ciudad de México
Bmw,Serie 2,2016,66916,2.0 220IA SPORT LINE,Automático,294999,Ciudad de México
Ford,Edge,2013,80691,3.5 BASE SE V6 AT,Automático,177999,Querétaro
Nissan,Frontier,2023,17199,2.5 PLATINUM LE AUTO,Automático,580999,Guadalajara
Suzuki,Vitara,2021,61726,1.6 GLS,Manual,270999,Ciudad de México
Chevrolet,Aveo,2020,58337,1.5 LT C,Manual,194999,Ciudad de México
Toyota,Corolla,2017,51000,1.8 LE CVT,Automático,236999,Puebla
Kia,Rio,2018,24585,1.6 L,Manual,209999,Ciudad de México
Bmw,Serie 1,2019,46045,1.5 118IA SPORT LINE AUTO,Automático,339999,Ciudad de México
Audi,Q3 Sportback,2022,24593,2.0 SB 40 TFSI S LINE DCT 4WD,Automático,726999,Ciudad de México
Mercedes Benz,Clase GLB,2020,90000,2.0 GLB 250 PROGRESSIVE 4MATIC DCT 4WD,Automático,491999,Ciudad de México
Nissan,Sentra,2015,126245,1.8 SR NAVI CVT,Automático,169999,Ciudad de México
Hyundai,Tucson,2016,87000,2.0 LIMITED AT,Automático,228999,Ciudad de México
Cadillac,Escalade,2019,57210,6.2 SUV P PLATINUM AUTO 4WD,Automático,809999,Ciudad de México
Mercedes Benz,Clase CLA,2016,50000,2.0 CLA 250 CGI SPORT AT,Automático,329999,Ciudad de México
Hyundai,Accent,2018,72000,1.6 GL,Manual,184999,Querétaro
Honda,Accord,2014,108444,2.4 EX L CVT NAVI L4,Automático,202999,Guadalajara
Mazda,CX-5,2020,66284,2.5 I SPORT AUTO,Automático,330999,Ciudad de México
Chevrolet,Beat,2020,99619,1.2 LS A,Manual,151999,Querétaro
Nissan,NP300,2021,78722,2.5 NP300 CHASIS CABINA AC,Manual,370999,Monterrey
Volkswagen,Gol,2017,29724,1.6 5 PTAS. TRENDLINE,Manual,177999,Cuernavaca
Suzuki,Jimny,2023,11000,1.5 GLX AUTO 4WD,Automático,411999,Puebla
Seat,Ibiza,2022,28464,1.6 XCELLENCE,Manual,273999,Ciudad de México
Nissan,NP300,2019,68000,2.5 LE MIDNIGHT EDITION TM AC,Manual,394999,Ciudad de México
Volvo,XC40,2019,88086,2.0 MOMENTUM T5 AUTO 4WD,Automático,373999,Ciudad de México
Seat,Ibiza,2018,51805,1.6 STYLE MT CONNECT,Manual,215999,Ciudad de México
Mazda,Mazda 3,2016,102761,2.5 HATCHBACK S GRAND TOURING TA,Automático,211999,Ciudad de México
Mercedes Benz,Clase CLA,2020,66219,1.3 CLA 200 PROGRESSIVE DCT,Automático,499999,Querétaro
Bmw,X1,2018,62000,2.0 SDRIVE20IA M SPORT AT,Automático,344999,Ciudad de México
Seat,Leon,2018,89080,1.4 ST STYLE DCT,Automático,214999,Ciudad de México
Volkswagen,Vento,2020,40053,1.6 STARTLINE AUTO,Automático,198999,Ciudad de México
Bmw,Serie 3,2017,77129,2.0 320IA AUTO,Automático,274999,Ciudad de México
